genome_id,drug,phenotype
562.57409,Trimethoprim,R
562.57410,Ampicillin,R
562.57410,Ciprofloxacin,R
562.57410,Trimethoprim,S
562.57411,Ampicillin,R
562.57411,Ciprofloxacin,S
562.57411,Trimethoprim,R
562.57412,Ampicillin,R
562.57412,Ciprofloxacin,R
562.57412,Trimethoprim,R
562.57413,Ampicillin,R
562.57413,Ciprofloxacin,S
562.57413,Trimethoprim,S
562.57416,Ampicillin,R
562.57416,Ciprofloxacin,S
562.57416,Trimethoprim,S
562.57417,Ampicillin,R
562.57417,Ciprofloxacin,R
562.57417,Trimethoprim,R
562.57419,Ampicillin,R
562.57419,Ciprofloxacin,R
562.57419,Trimethoprim,R
562.57420,Ampicillin,R
562.57420,Ciprofloxacin,S
562.57420,Trimethoprim,R
562.57421,Ampicillin,R
562.57421,Ciprofloxacin,S
562.57421,Trimethoprim,R
562.57422,Ampicillin,R
562.57422,Ciprofloxacin,S
562.57422,Trimethoprim,S
562.57423,Ampicillin,R
562.57423,Trimethoprim,R
562.57424,Ampicillin,R
562.57424,Ciprofloxacin,S
562.57424,Trimethoprim,R
562.57425,Ampicillin,R
562.57425,Ciprofloxacin,S
562.57425,Trimethoprim,R
562.57426,Ampicillin,R
562.57426,Ciprofloxacin,S
562.57426,Trimethoprim,R
562.57427,Ampicillin,R
562.57427,Ciprofloxacin,R
562.57427,Trimethoprim,S
562.57428,Ampicillin,R
562.57428,Ciprofloxacin,R
562.57428,Trimethoprim,S
562.57429,Ampicillin,R
562.57429,Ciprofloxacin,R
562.57429,Trimethoprim,R
562.57430,Ampicillin,R
562.57430,Ciprofloxacin,S
562.57430,Trimethoprim,S
562.57431,Ampicillin,R
562.57431,Ciprofloxacin,S
562.57431,Trimethoprim,S
562.57434,Ampicillin,R
562.57434,Ciprofloxacin,S
562.57434,Trimethoprim,S
562.57436,Ampicillin,R
562.57436,Ciprofloxacin,R
562.57436,Trimethoprim,S
562.57437,Ampicillin,R
562.57437,Ciprofloxacin,S
562.57437,Trimethoprim,R
562.57438,Ampicillin,R
562.57438,Ciprofloxacin,S
562.57438,Trimethoprim,S
562.57439,Ampicillin,R
562.57439,Ciprofloxacin,S
562.57439,Trimethoprim,S
562.57441,Ampicillin,R
562.57441,Ciprofloxacin,R
562.57441,Trimethoprim,R
562.57442,Ampicillin,R
562.57442,Ciprofloxacin,S
562.57442,Trimethoprim,R
562.57443,Ampicillin,R
562.57443,Ciprofloxacin,S
562.57443,Trimethoprim,S
562.57444,Ampicillin,R
562.57444,Ciprofloxacin,R
562.57444,Trimethoprim,R
562.57445,Ampicillin,R
562.57445,Trimethoprim,S
562.57446,Ampicillin,R
562.57446,Ciprofloxacin,R
562.57446,Trimethoprim,R
562.57447,Ampicillin,R
562.57447,Ciprofloxacin,R
562.57447,Trimethoprim,R
562.57448,Ampicillin,R
562.57448,Ciprofloxacin,R
562.57448,Trimethoprim,R
562.57450,Ampicillin,R
562.57450,Ciprofloxacin,R
562.57450,Trimethoprim,R
562.57451,Ampicillin,R
562.57451,Ciprofloxacin,R
562.57451,Trimethoprim,R
562.57453,Ampicillin,R
562.57453,Ciprofloxacin,R
562.57453,Trimethoprim,S
562.57454,Ampicillin,R
562.57454,Ciprofloxacin,S
562.57454,Trimethoprim,R
562.57455,Ampicillin,R
562.57455,Ciprofloxacin,R
562.57455,Trimethoprim,R
562.57459,Ampicillin,R
562.57459,Ciprofloxacin,R
562.57459,Trimethoprim,S
562.57460,Ampicillin,R
562.57460,Ciprofloxacin,S
562.57460,Trimethoprim,S
562.57461,Ampicillin,R
562.57461,Ciprofloxacin,R
562.57461,Trimethoprim,R
562.57462,Ampicillin,R
562.57462,Ciprofloxacin,R
562.57462,Trimethoprim,S
562.57463,Ampicillin,R
562.57463,Ciprofloxacin,R
562.57463,Trimethoprim,R
562.57464,Ampicillin,R
562.57464,Ciprofloxacin,R
562.57464,Trimethoprim,R
562.57465,Ampicillin,R
562.57465,Ciprofloxacin,R
562.57465,Trimethoprim,S
562.57467,Ampicillin,R
562.57467,Ciprofloxacin,S
562.57467,Trimethoprim,S
562.57468,Ampicillin,R
562.57468,Ciprofloxacin,S
562.57468,Trimethoprim,S
562.57469,Ampicillin,R
562.57469,Ciprofloxacin,R
562.57469,Trimethoprim,R
562.57470,Ampicillin,R
562.57470,Ciprofloxacin,R
562.57470,Trimethoprim,R
562.57472,Ampicillin,R
562.57472,Ciprofloxacin,R
562.57472,Trimethoprim,R
562.57473,Ampicillin,R
562.57473,Ciprofloxacin,R
562.57473,Trimethoprim,R
562.57475,Ampicillin,R
562.57475,Ciprofloxacin,R
562.57475,Trimethoprim,S
562.57476,Ampicillin,R
562.57476,Trimethoprim,R
562.57477,Ampicillin,R
562.57477,Trimethoprim,R
562.57478,Ampicillin,R
562.57478,Ciprofloxacin,R
562.57478,Trimethoprim,R
562.57479,Ampicillin,R
562.57479,Ciprofloxacin,R
562.57479,Trimethoprim,R
562.57480,Ampicillin,R
562.57480,Ciprofloxacin,R
562.57480,Trimethoprim,R
562.57481,Ampicillin,R
562.57481,Ciprofloxacin,R
562.57481,Trimethoprim,S
562.57482,Ampicillin,R
562.57482,Ciprofloxacin,S
562.57482,Trimethoprim,R
562.57483,Ampicillin,R
562.57483,Ciprofloxacin,R
562.57483,Trimethoprim,R
562.57485,Ampicillin,R
562.57485,Ciprofloxacin,R
562.57485,Trimethoprim,S
562.57487,Ampicillin,R
562.57487,Ciprofloxacin,R
562.57487,Trimethoprim,R
562.57488,Ampicillin,R
562.57488,Ciprofloxacin,R
562.57488,Trimethoprim,S
562.57490,Ampicillin,R
562.57490,Ciprofloxacin,S
562.57490,Trimethoprim,S
562.57492,Ampicillin,R
562.57492,Ciprofloxacin,R
562.57492,Trimethoprim,R
562.57493,Ampicillin,R
562.57493,Ciprofloxacin,R
562.57493,Trimethoprim,R
562.57494,Ampicillin,R
562.57494,Ciprofloxacin,R
562.57494,Trimethoprim,R
562.57495,Ampicillin,R
562.57495,Ciprofloxacin,R
562.57495,Trimethoprim,S
562.57496,Ampicillin,R
562.57496,Ciprofloxacin,R
562.57496,Trimethoprim,R
562.57497,Ampicillin,R
562.57497,Ciprofloxacin,R
562.57497,Trimethoprim,S
562.57498,Ampicillin,R
562.57498,Ciprofloxacin,R
562.57498,Trimethoprim,R
562.57499,Ampicillin,R
562.57499,Ciprofloxacin,R
562.57499,Trimethoprim,R
562.57500,Ampicillin,R
562.57500,Ciprofloxacin,R
562.57500,Trimethoprim,R
562.57501,Ampicillin,R
562.57501,Trimethoprim,S
562.57504,Ampicillin,R
562.57504,Ciprofloxacin,R
562.57504,Trimethoprim,R
562.57506,Ampicillin,R
562.57506,Ciprofloxacin,R
562.57506,Trimethoprim,R
562.57507,Ampicillin,R
562.57507,Ciprofloxacin,R
562.57507,Trimethoprim,R
562.57508,Ampicillin,R
562.57508,Ciprofloxacin,R
562.57508,Trimethoprim,R
562.57510,Ampicillin,R
562.57510,Ciprofloxacin,R
562.57510,Trimethoprim,R
562.58630,Ampicillin,R
562.58630,Ciprofloxacin,R
562.58632,Ampicillin,R
562.58632,Ciprofloxacin,R
562.58651,Ampicillin,R
562.58651,Ciprofloxacin,R
562.58703,Ampicillin,R
562.58703,Ciprofloxacin,R
562.58703,Trimethoprim,R
562.58704,Ampicillin,R
562.58704,Ciprofloxacin,S
562.58704,Trimethoprim,R
562.58705,Ampicillin,R
562.58705,Ciprofloxacin,R
562.58705,Trimethoprim,R
562.58710,Ampicillin,R
562.58710,Ciprofloxacin,R
562.58710,Trimethoprim,R
562.58711,Ampicillin,R
562.58711,Ciprofloxacin,R
562.58711,Trimethoprim,R
562.58712,Ampicillin,R
562.58712,Ciprofloxacin,R
562.58712,Trimethoprim,R
562.58713,Ampicillin,R
562.58713,Ciprofloxacin,S
562.58713,Trimethoprim,R
562.58714,Ampicillin,R
562.58714,Ciprofloxacin,R
562.58714,Trimethoprim,S
562.58715,Ampicillin,R
562.58715,Ciprofloxacin,R
562.58715,Trimethoprim,R
562.58717,Ampicillin,R
562.58717,Ciprofloxacin,S
562.58717,Trimethoprim,S
562.58718,Ampicillin,R
562.58718,Ciprofloxacin,S
562.58718,Trimethoprim,R
562.58721,Ampicillin,R
562.58721,Ciprofloxacin,R
562.58721,Trimethoprim,R
562.58723,Ampicillin,R
562.58723,Ciprofloxacin,R
562.58723,Trimethoprim,R
562.58724,Ampicillin,R
562.58724,Ciprofloxacin,R
562.58724,Trimethoprim,S
562.58728,Ampicillin,R
562.58728,Ciprofloxacin,R
562.58728,Trimethoprim,R
562.58730,Ampicillin,R
562.58730,Ciprofloxacin,R
562.58730,Trimethoprim,R
562.58731,Ampicillin,R
562.58731,Ciprofloxacin,R
562.58731,Trimethoprim,R
562.58734,Ampicillin,R
562.58734,Ciprofloxacin,R
562.58734,Trimethoprim,R
562.58735,Ampicillin,R
562.58735,Ciprofloxacin,R
562.58735,Trimethoprim,S
562.58737,Ampicillin,R
562.58737,Ciprofloxacin,R
562.58737,Trimethoprim,R
562.58738,Ampicillin,R
562.58738,Ciprofloxacin,S
562.58738,Trimethoprim,R
562.58739,Ampicillin,R
562.58739,Ciprofloxacin,R
562.58739,Trimethoprim,R
562.58740,Ampicillin,R
562.58740,Ciprofloxacin,R
562.58740,Trimethoprim,R
562.58749,Ampicillin,R
562.58749,Ciprofloxacin,R
562.58751,Ampicillin,R
562.58751,Ciprofloxacin,S
562.58762,Ampicillin,R
562.58762,Ciprofloxacin,S
562.58769,Ampicillin,S
562.58769,Ciprofloxacin,S
562.58769,Trimethoprim,S
562.58770,Ampicillin,R
562.58770,Ciprofloxacin,S
562.58770,Trimethoprim,S
562.58771,Ampicillin,R
562.58771,Ciprofloxacin,S
562.58771,Trimethoprim,R
562.58772,Ampicillin,R
562.58772,Ciprofloxacin,S
562.58772,Trimethoprim,S
562.58773,Ampicillin,R
562.58773,Ciprofloxacin,S
562.58773,Trimethoprim,R
562.58774,Ciprofloxacin,S
562.58774,Trimethoprim,S
562.58775,Ampicillin,R
562.58775,Trimethoprim,R
562.58776,Ampicillin,R
562.58776,Ciprofloxacin,S
562.58776,Trimethoprim,S
562.58777,Ampicillin,R
562.58777,Ciprofloxacin,S
562.58777,Trimethoprim,R
562.58778,Ciprofloxacin,S
562.58778,Trimethoprim,S
562.58779,Ciprofloxacin,S
562.58779,Trimethoprim,S
562.58780,Ciprofloxacin,S
562.58780,Trimethoprim,S
562.58781,Ampicillin,S
562.58781,Ciprofloxacin,S
562.58781,Trimethoprim,S
562.58783,Ampicillin,S
562.58783,Ciprofloxacin,S
562.58783,Trimethoprim,R
562.58784,Ampicillin,R
562.58784,Ciprofloxacin,S
562.58784,Trimethoprim,R
562.58786,Ampicillin,R
562.58786,Ciprofloxacin,S
562.58786,Trimethoprim,S
562.58787,Ampicillin,S
562.58787,Ciprofloxacin,S
562.58787,Trimethoprim,R
562.58788,Ampicillin,S
562.58788,Ciprofloxacin,S
562.58788,Trimethoprim,R
562.58789,Ampicillin,S
562.58789,Ciprofloxacin,S
562.58789,Trimethoprim,S
562.58790,Ampicillin,S
562.58790,Trimethoprim,R
562.58792,Ciprofloxacin,S
562.58792,Trimethoprim,S
562.59218,Ciprofloxacin,R
562.59220,Ciprofloxacin,R
562.64824,Ampicillin,R
562.64825,Ampicillin,S
562.64826,Ampicillin,S
562.64830,Ampicillin,R
562.64849,Ampicillin,R
562.64859,Ampicillin,S
562.64864,Ampicillin,R
562.64867,Ampicillin,S
562.64875,Ampicillin,R
562.64882,Ampicillin,S
562.64883,Ampicillin,R
562.64889,Ampicillin,R
562.64892,Ampicillin,S
562.64899,Ampicillin,R
562.64900,Ampicillin,R
562.64901,Ampicillin,S
562.64904,Ampicillin,S
562.64906,Ampicillin,R
562.64907,Ampicillin,S
562.64911,Ampicillin,R
562.64914,Ampicillin,S
562.64941,Ampicillin,S
562.64949,Ampicillin,R
562.64960,Ampicillin,S
562.64965,Ampicillin,S
562.64966,Ampicillin,R
562.64970,Ampicillin,R
562.64971,Ampicillin,S
562.65001,Ampicillin,R
562.65010,Ampicillin,S
562.65017,Ampicillin,R
562.65018,Ampicillin,R
562.65024,Ampicillin,S
562.65033,Ampicillin,S
562.65043,Ampicillin,S
562.65048,Ampicillin,S
562.65051,Ampicillin,S
562.65055,Ampicillin,S
562.65067,Ampicillin,R
562.65072,Ampicillin,S
562.65075,Ampicillin,S
562.65077,Ampicillin,S
562.65080,Ampicillin,R
562.65082,Ampicillin,R
562.65086,Ampicillin,R
562.65095,Ampicillin,R
562.65109,Ampicillin,R
562.65126,Ampicillin,R
562.65136,Ampicillin,R
562.65148,Ampicillin,S
562.65151,Ampicillin,S
562.65155,Ampicillin,R
562.65178,Ampicillin,S
562.65180,Ampicillin,R
562.65200,Ampicillin,S
562.65214,Ampicillin,R
562.65219,Ampicillin,R
562.65239,Ampicillin,R
562.65242,Ampicillin,R
562.65253,Ampicillin,R
562.65254,Ampicillin,R
562.65260,Ampicillin,R
562.65261,Ampicillin,R
562.65265,Ampicillin,R
562.65266,Ampicillin,R
562.65273,Ampicillin,S
562.65278,Ampicillin,R
562.65288,Ampicillin,R
562.65289,Ampicillin,S
562.65294,Ampicillin,R
562.65296,Ampicillin,S
562.65308,Ampicillin,R
562.65333,Ampicillin,R
562.65334,Ampicillin,S
562.65337,Ampicillin,S
562.65339,Ampicillin,S
562.65340,Ampicillin,R
562.65346,Ampicillin,R
562.65364,Ampicillin,S
562.65365,Ampicillin,R
562.65378,Ampicillin,S
562.65379,Ampicillin,R
562.65381,Ampicillin,R
562.65385,Ampicillin,S
562.65402,Ampicillin,S
562.65409,Ampicillin,R
562.65413,Ampicillin,S
562.65415,Ampicillin,S
562.65436,Ampicillin,R
562.65441,Ampicillin,R
562.65443,Ampicillin,S
562.65445,Ampicillin,S
562.65454,Ampicillin,S
562.65472,Ampicillin,R
562.65479,Ampicillin,R
562.65481,Ampicillin,S
562.65485,Ampicillin,S
562.65487,Ampicillin,R
562.65504,Ampicillin,R
562.65506,Ampicillin,R
562.65511,Ampicillin,S
562.65518,Ampicillin,S
562.65522,Ampicillin,R
562.65525,Ampicillin,R
562.65539,Ampicillin,R
562.65544,Ampicillin,S
562.65556,Ampicillin,S
562.65563,Ampicillin,R
562.65564,Ampicillin,R
562.65566,Ampicillin,R
562.65574,Ampicillin,R
562.65578,Ampicillin,R
562.65581,Ampicillin,S
562.65586,Ampicillin,S
562.65593,Ampicillin,S
562.65606,Ampicillin,R
562.65610,Ampicillin,R
562.65614,Ampicillin,S
562.65616,Ampicillin,S
562.65621,Ampicillin,S
562.65625,Ampicillin,R
562.65637,Ampicillin,S
562.65647,Ampicillin,R
562.65654,Ampicillin,R
562.65662,Ampicillin,R
562.65668,Ampicillin,S
562.65677,Ampicillin,R
562.65721,Ampicillin,S
562.65732,Ampicillin,S
562.65738,Ampicillin,R
562.65739,Ampicillin,R
562.65741,Ampicillin,R
562.65746,Ampicillin,R
562.65749,Ampicillin,R
562.65757,Ampicillin,S
562.65760,Ampicillin,R
562.65783,Ampicillin,R
562.65783,Ciprofloxacin,R
562.65784,Ampicillin,R
562.65784,Ciprofloxacin,R
562.65791,Ampicillin,R
562.65791,Ciprofloxacin,R
562.65793,Ampicillin,R
562.65793,Ciprofloxacin,R
562.65795,Ampicillin,R
562.65795,Ciprofloxacin,R
562.65808,Ampicillin,R
562.65808,Ciprofloxacin,R
562.65810,Ampicillin,R
562.65810,Ciprofloxacin,R
562.65813,Ampicillin,R
562.65813,Ciprofloxacin,R
562.73352,Ampicillin,S
562.73352,Ciprofloxacin,S
562.73354,Ampicillin,S
562.73354,Ciprofloxacin,S
562.73356,Ampicillin,R
562.73356,Ciprofloxacin,R
562.73363,Ampicillin,R
562.73363,Ciprofloxacin,R
562.73368,Ampicillin,R
562.73368,Ciprofloxacin,R
562.73372,Ampicillin,R
562.73372,Ciprofloxacin,R
562.73374,Ampicillin,R
562.73374,Ciprofloxacin,R
562.73378,Ampicillin,R
562.73378,Ciprofloxacin,R
562.73381,Ampicillin,R
562.73381,Ciprofloxacin,R
562.73393,Ampicillin,S
562.73393,Ciprofloxacin,S
562.73398,Ampicillin,R
562.73398,Ciprofloxacin,R
562.7567,Ampicillin,R
562.7567,Ciprofloxacin,S
562.7567,Trimethoprim,R
562.7568,Ampicillin,S
562.7568,Ciprofloxacin,S
562.7568,Trimethoprim,S
562.7569,Ampicillin,R
562.7569,Ciprofloxacin,S
562.7569,Trimethoprim,R
562.7570,Ampicillin,R
562.7570,Ciprofloxacin,S
562.7570,Trimethoprim,S
562.7571,Ampicillin,R
562.7571,Ciprofloxacin,S
562.7571,Trimethoprim,R
562.7572,Ampicillin,R
562.7572,Ciprofloxacin,R
562.7572,Trimethoprim,R
562.7573,Ampicillin,R
562.7573,Ciprofloxacin,R
562.7573,Trimethoprim,R
562.7575,Ampicillin,R
562.7575,Ciprofloxacin,S
562.7575,Trimethoprim,R
562.7576,Ampicillin,R
562.7576,Ciprofloxacin,S
562.7576,Trimethoprim,R
562.7577,Ampicillin,R
562.7577,Ciprofloxacin,S
562.7577,Trimethoprim,R
562.7578,Ampicillin,R
562.7578,Ciprofloxacin,S
562.7578,Trimethoprim,S
562.7580,Ampicillin,S
562.7580,Ciprofloxacin,S
562.7580,Trimethoprim,S
562.7583,Ampicillin,R
562.7583,Ciprofloxacin,S
562.7583,Trimethoprim,R
562.7584,Ampicillin,R
562.7584,Ciprofloxacin,S
562.7584,Trimethoprim,R
562.7623,Ampicillin,S
562.7623,Ciprofloxacin,S
562.7623,Trimethoprim,S
562.7624,Ampicillin,R
562.7624,Ciprofloxacin,S
562.7624,Trimethoprim,R
562.7625,Ampicillin,R
562.7625,Ciprofloxacin,S
562.7625,Trimethoprim,R
562.7626,Ampicillin,R
562.7626,Ciprofloxacin,S
562.7626,Trimethoprim,R
562.7627,Ampicillin,S
562.7627,Ciprofloxacin,S
562.7627,Trimethoprim,R
562.7629,Ampicillin,S
562.7629,Ciprofloxacin,S
562.7629,Trimethoprim,S
562.7631,Ampicillin,S
562.7631,Ciprofloxacin,S
562.7631,Trimethoprim,S
562.7635,Ampicillin,S
562.7635,Ciprofloxacin,S
562.7635,Trimethoprim,R
562.7636,Ampicillin,S
562.7636,Ciprofloxacin,S
562.7636,Trimethoprim,S
562.7640,Ampicillin,R
562.7640,Ciprofloxacin,S
562.7640,Trimethoprim,S
562.7641,Ampicillin,R
562.7641,Ciprofloxacin,S
562.7641,Trimethoprim,R
562.7642,Ampicillin,R
562.7642,Ciprofloxacin,S
562.7642,Trimethoprim,S
562.7643,Ampicillin,R
562.7643,Ciprofloxacin,S
562.7643,Trimethoprim,R
562.7645,Ampicillin,R
562.7645,Ciprofloxacin,S
562.7645,Trimethoprim,R
562.7646,Ampicillin,S
562.7646,Ciprofloxacin,S
562.7646,Trimethoprim,S
562.7647,Ampicillin,R
562.7647,Ciprofloxacin,S
562.7647,Trimethoprim,S
562.7648,Ampicillin,R
562.7648,Ciprofloxacin,S
562.7648,Trimethoprim,R
562.7649,Ampicillin,R
562.7649,Ciprofloxacin,S
562.7649,Trimethoprim,R
562.7652,Ampicillin,R
562.7652,Ciprofloxacin,S
562.7652,Trimethoprim,S
562.7653,Ampicillin,R
562.7653,Ciprofloxacin,S
562.7653,Trimethoprim,R
562.7655,Ampicillin,R
562.7655,Ciprofloxacin,S
562.7655,Trimethoprim,R
562.7657,Ampicillin,R
562.7657,Ciprofloxacin,S
562.7657,Trimethoprim,R
562.7658,Ampicillin,S
562.7658,Ciprofloxacin,S
562.7658,Trimethoprim,S
562.7659,Ampicillin,S
562.7659,Ciprofloxacin,S
562.7659,Trimethoprim,S
562.7662,Ampicillin,R
562.7662,Ciprofloxacin,S
562.7662,Trimethoprim,R
562.7663,Ampicillin,R
562.7663,Ciprofloxacin,S
562.7663,Trimethoprim,R
562.7664,Ampicillin,R
562.7664,Ciprofloxacin,S
562.7664,Trimethoprim,R
562.7665,Ampicillin,R
562.7665,Ciprofloxacin,S
562.7665,Trimethoprim,R
562.7666,Ampicillin,R
562.7666,Ciprofloxacin,S
562.7666,Trimethoprim,R
562.7668,Ampicillin,R
562.7668,Ciprofloxacin,S
562.7668,Trimethoprim,R
562.7669,Ampicillin,R
562.7669,Ciprofloxacin,S
562.7669,Trimethoprim,S
562.7670,Ampicillin,R
562.7670,Ciprofloxacin,S
562.7670,Trimethoprim,R
562.7672,Ampicillin,S
562.7672,Ciprofloxacin,S
562.7672,Trimethoprim,R
562.7674,Ampicillin,R
562.7674,Ciprofloxacin,S
562.7674,Trimethoprim,R
562.7677,Ampicillin,S
562.7677,Ciprofloxacin,S
562.7677,Trimethoprim,S
562.7679,Ampicillin,R
562.7679,Ciprofloxacin,S
562.7679,Trimethoprim,R
562.7680,Ampicillin,R
562.7680,Ciprofloxacin,S
562.7680,Trimethoprim,S
562.7681,Ampicillin,S
562.7681,Ciprofloxacin,S
562.7681,Trimethoprim,R
562.7683,Ampicillin,S
562.7683,Ciprofloxacin,S
562.7683,Trimethoprim,R
562.7684,Ampicillin,S
562.7684,Ciprofloxacin,S
562.7684,Trimethoprim,S
562.7685,Ampicillin,S
562.7685,Ciprofloxacin,S
562.7685,Trimethoprim,R
562.7686,Ampicillin,R
562.7686,Ciprofloxacin,S
562.7686,Trimethoprim,R
562.7687,Ampicillin,S
562.7687,Ciprofloxacin,S
562.7687,Trimethoprim,S
562.7689,Ampicillin,R
562.7689,Ciprofloxacin,S
562.7689,Trimethoprim,R
562.7690,Ampicillin,S
562.7690,Ciprofloxacin,S
562.7690,Trimethoprim,S
562.7691,Ampicillin,R
562.7691,Ciprofloxacin,S
562.7691,Trimethoprim,R
562.7693,Ampicillin,S
562.7693,Ciprofloxacin,R
562.7693,Trimethoprim,R
562.7695,Ampicillin,R
562.7695,Ciprofloxacin,S
562.7695,Trimethoprim,S
562.7696,Ampicillin,R
562.7696,Ciprofloxacin,S
562.7696,Trimethoprim,R
562.7698,Ampicillin,R
562.7698,Ciprofloxacin,S
562.7698,Trimethoprim,S
562.7699,Ampicillin,R
562.7699,Ciprofloxacin,R
562.7699,Trimethoprim,R
562.7700,Ampicillin,R
562.7700,Ciprofloxacin,S
562.7700,Trimethoprim,R
562.7701,Ampicillin,R
562.7701,Ciprofloxacin,S
562.7701,Trimethoprim,R
562.7702,Ampicillin,S
562.7702,Ciprofloxacin,S
562.7702,Trimethoprim,S
562.7703,Ampicillin,R
562.7703,Ciprofloxacin,R
562.7703,Trimethoprim,R
562.7704,Ampicillin,R
562.7704,Ciprofloxacin,S
562.7704,Trimethoprim,R
562.7705,Ampicillin,S
562.7705,Ciprofloxacin,S
562.7705,Trimethoprim,R
562.7706,Ampicillin,S
562.7706,Ciprofloxacin,S
562.7706,Trimethoprim,S
562.7707,Ampicillin,R
562.7707,Ciprofloxacin,S
562.7707,Trimethoprim,R
562.7709,Ampicillin,S
562.7709,Ciprofloxacin,S
562.7709,Trimethoprim,S
562.7710,Ampicillin,R
562.7710,Ciprofloxacin,S
562.7710,Trimethoprim,R
562.7712,Ampicillin,R
562.7712,Ciprofloxacin,S
562.7712,Trimethoprim,R
562.7713,Ampicillin,S
562.7713,Ciprofloxacin,S
562.7713,Trimethoprim,S
562.7717,Ampicillin,R
562.7717,Ciprofloxacin,S
562.7717,Trimethoprim,R
562.7720,Ampicillin,R
562.7720,Ciprofloxacin,S
562.7720,Trimethoprim,R
562.7721,Ampicillin,R
562.7721,Ciprofloxacin,S
562.7721,Trimethoprim,R
562.7722,Ampicillin,S
562.7722,Ciprofloxacin,S
562.7722,Trimethoprim,R
562.7723,Ampicillin,R
562.7723,Ciprofloxacin,S
562.7723,Trimethoprim,R
562.7724,Ampicillin,S
562.7724,Ciprofloxacin,S
562.7724,Trimethoprim,R
562.7725,Ampicillin,R
562.7725,Ciprofloxacin,S
562.7725,Trimethoprim,R
562.7726,Ampicillin,R
562.7726,Ciprofloxacin,S
562.7726,Trimethoprim,R
562.7728,Ampicillin,S
562.7728,Ciprofloxacin,S
562.7728,Trimethoprim,S
562.7730,Ampicillin,R
562.7730,Ciprofloxacin,S
562.7730,Trimethoprim,R
562.7731,Ampicillin,R
562.7731,Ciprofloxacin,S
562.7731,Trimethoprim,R
562.7732,Ampicillin,S
562.7732,Ciprofloxacin,S
562.7732,Trimethoprim,S
562.7733,Ampicillin,R
562.7733,Ciprofloxacin,S
562.7733,Trimethoprim,R
562.7734,Ampicillin,S
562.7734,Ciprofloxacin,S
562.7734,Trimethoprim,R
562.7735,Ampicillin,R
562.7735,Ciprofloxacin,S
562.7735,Trimethoprim,R
562.7737,Ampicillin,R
562.7737,Ciprofloxacin,S
562.7737,Trimethoprim,R
562.7738,Ampicillin,S
562.7738,Ciprofloxacin,S
562.7738,Trimethoprim,S
562.7740,Ampicillin,R
562.7740,Ciprofloxacin,S
562.7740,Trimethoprim,R
562.7742,Ampicillin,S
562.7742,Ciprofloxacin,S
562.7742,Trimethoprim,S
562.7743,Ampicillin,R
562.7743,Ciprofloxacin,S
562.7743,Trimethoprim,R
562.7744,Ampicillin,R
562.7744,Ciprofloxacin,S
562.7744,Trimethoprim,R
562.7745,Ampicillin,R
562.7745,Ciprofloxacin,S
562.7745,Trimethoprim,R
562.7746,Ampicillin,R
562.7746,Ciprofloxacin,S
562.7746,Trimethoprim,R
562.7747,Ampicillin,R
562.7747,Ciprofloxacin,S
562.7747,Trimethoprim,S
562.7749,Ampicillin,S
562.7749,Ciprofloxacin,S
562.7749,Trimethoprim,R
562.7750,Ampicillin,R
562.7750,Ciprofloxacin,S
562.7750,Trimethoprim,R
562.7752,Ampicillin,R
562.7752,Ciprofloxacin,S
562.7752,Trimethoprim,R
562.7753,Ampicillin,R
562.7753,Ciprofloxacin,S
562.7753,Trimethoprim,R
562.7754,Ampicillin,S
562.7754,Ciprofloxacin,S
562.7754,Trimethoprim,R
562.7757,Ampicillin,R
562.7757,Ciprofloxacin,S
562.7757,Trimethoprim,R
562.7758,Ampicillin,S
562.7758,Ciprofloxacin,S
562.7758,Trimethoprim,R
562.7759,Ampicillin,S
562.7759,Ciprofloxacin,S
562.7759,Trimethoprim,S
562.7761,Ampicillin,S
562.7761,Ciprofloxacin,S
562.7761,Trimethoprim,S
562.7762,Ampicillin,S
562.7762,Ciprofloxacin,S
562.7762,Trimethoprim,S
562.7770,Ampicillin,R
562.7770,Ciprofloxacin,S
562.7770,Trimethoprim,R
562.7771,Ampicillin,R
562.7771,Ciprofloxacin,R
562.7771,Trimethoprim,S
562.7772,Ampicillin,S
562.7772,Ciprofloxacin,S
562.7772,Trimethoprim,S
562.7775,Ampicillin,R
562.7775,Ciprofloxacin,R
562.7775,Trimethoprim,R
562.7776,Ampicillin,R
562.7776,Ciprofloxacin,S
562.7776,Trimethoprim,R
562.7777,Ampicillin,R
562.7777,Ciprofloxacin,S
562.7777,Trimethoprim,R
562.7778,Ampicillin,R
562.7778,Ciprofloxacin,S
562.7778,Trimethoprim,R
562.7782,Ampicillin,R
562.7782,Ciprofloxacin,S
562.7782,Trimethoprim,R
562.7783,Ampicillin,S
562.7783,Ciprofloxacin,S
562.7783,Trimethoprim,S
562.7784,Ampicillin,R
562.7784,Ciprofloxacin,S
562.7784,Trimethoprim,R
562.7785,Ampicillin,S
562.7785,Ciprofloxacin,S
562.7785,Trimethoprim,S
562.7786,Ampicillin,S
562.7786,Ciprofloxacin,S
562.7786,Trimethoprim,R
562.7788,Ampicillin,S
562.7788,Ciprofloxacin,S
562.7788,Trimethoprim,S
562.7789,Ampicillin,S
562.7789,Ciprofloxacin,S
562.7789,Trimethoprim,S
562.7790,Ampicillin,R
562.7790,Ciprofloxacin,S
562.7790,Trimethoprim,R
562.7791,Ampicillin,R
562.7791,Ciprofloxacin,S
