genome_id,genome_name,antibiotic,phenotype,lab_method
562.7710,Escherichia coli strain 504718,trimethoprim,Resistant,Broth dilution
562.22766,Escherichia coli O25:H4 strain ECO0357,trimethoprim,Resistant,Broth dilution
562.57168,Escherichia coli strain 24742_1#142,trimethoprim,Resistant,Broth dilution
562.57247,Escherichia coli strain 24742_1#205,trimethoprim,Resistant,Broth dilution
562.58712,Escherichia coli strain 14053473,trimethoprim,Resistant,Broth dilution
562.57426,Escherichia coli strain W2_2_ERB9,trimethoprim,Resistant,Broth dilution
562.7663,Escherichia coli strain 402794,trimethoprim,Resistant,Broth dilution
562.22518,Escherichia coli O25:H4 strain ECO0092,trimethoprim,Resistant,Broth dilution
562.58740,Escherichia coli strain 15056420,trimethoprim,Resistant,Broth dilution
562.57176,Escherichia coli strain 24742_1#153,trimethoprim,Resistant,Broth dilution
562.57106,Escherichia coli strain 24742_1#12,trimethoprim,Resistant,Broth dilution
562.22693,Escherichia coli O17:H18 strain ECO0284,trimethoprim,Resistant,Broth dilution
562.7583,Escherichia coli strain 401174_aEPEC,trimethoprim,Resistant,Broth dilution
562.22538,Escherichia coli O2:H4 strain ECO0113,trimethoprim,Resistant,Broth dilution
562.7572,Escherichia coli strain 503028_aEPEC,trimethoprim,Resistant,Broth dilution
562.57260,Escherichia coli strain 24742_1#212,trimethoprim,Resistant,Broth dilution
562.57425,Escherichia coli strain W2_3_ERG14,trimethoprim,Resistant,Broth dilution
562.57424,Escherichia coli strain W2_3_ERB9,trimethoprim,Resistant,Broth dilution
562.22769,Escherichia coli O6:H1 strain ECO0360,trimethoprim,Resistant,Broth dilution
562.57108,Escherichia coli strain 24742_1#286,trimethoprim,Resistant,Broth dilution
562.57393,Escherichia coli strain W1_4_ERB1,trimethoprim,Resistant,Broth dilution
562.145017,Escherichia coli PT_EC0213,trimethoprim,Resistant,Disk diffusion
562.57470,Escherichia coli strain PB67,trimethoprim,Resistant,Broth dilution
562.57373,Escherichia coli strain PB344,trimethoprim,Resistant,Broth dilution
562.7701,Escherichia coli strain 200758_aEPEC,trimethoprim,Resistant,Broth dilution
562.22551,Escherichia coli O25:H4 strain ECO0126,trimethoprim,Resistant,Broth dilution
562.22758,Escherichia coli O8:H30 strain ECO0349,trimethoprim,Resistant,Broth dilution
562.22820,Escherichia coli O25:H4 strain ECO0419,trimethoprim,Resistant,Broth dilution
562.57173,Escherichia coli strain 24742_1#145,trimethoprim,Resistant,Broth dilution
562.22499,Escherichia coli O25:H4 strain ECO0072,trimethoprim,Resistant,Broth dilution
562.58710,Escherichia coli strain 14065450,trimethoprim,Resistant,Broth dilution
562.57296,Escherichia coli strain 24742_1#242,trimethoprim,Resistant,Broth dilution
562.57382,Escherichia coli strain PB410,trimethoprim,Resistant,Broth dilution
562.22721,Escherichia coli O2:H4 strain ECO0308,trimethoprim,Resistant,Broth dilution
562.22602,Escherichia coli O17:H18 strain ECO0178,trimethoprim,Resistant,Broth dilution
562.7674,Escherichia coli strain G702074-2,trimethoprim,Resistant,Broth dilution
562.57402,Escherichia coli strain W2_11_ERB1,trimethoprim,Resistant,Broth dilution
562.22646,Escherichia coli O16:H5 strain ECO0233,trimethoprim,Resistant,Broth dilution
562.57463,Escherichia coli strain W2_15_ERB10,trimethoprim,Resistant,Broth dilution
562.57507,Escherichia coli strain PB92,trimethoprim,Resistant,Broth dilution
562.22447,Escherichia coli O1:H7 strain ECO0020,trimethoprim,Resistant,Broth dilution
562.22554,Escherichia coli O9:H9 strain ECO0129,trimethoprim,Resistant,Broth dilution
562.57454,Escherichia coli strain PB390,trimethoprim,Resistant,Broth dilution
562.7584,Escherichia coli strain 401938_aEPEC,trimethoprim,Resistant,Broth dilution
562.57385,Escherichia coli strain W1_10_ERB1,trimethoprim,Resistant,Broth dilution
562.22747,Escherichia coli O8:H30 strain ECO0337,trimethoprim,Resistant,Broth dilution
562.7745,Escherichia coli strain 402767,trimethoprim,Resistant,Broth dilution
562.7784,Escherichia coli strain 703108,trimethoprim,Resistant,Broth dilution
562.58773,Escherichia coli strain ENV103,trimethoprim,Resistant,Broth dilution
562.57461,Escherichia coli strain W2_15_ERB1,trimethoprim,Resistant,Broth dilution
562.22755,Escherichia coli O16:H5 strain ECO0346,trimethoprim,Resistant,Broth dilution
562.57076,Escherichia coli strain 24742_1#268,trimethoprim,Resistant,Broth dilution
562.22442,Escherichia coli O25:H4 strain ECO0015,trimethoprim,Resistant,Broth dilution
562.22873,Escherichia coli O4:H1 strain ECO0306,trimethoprim,Resistant,Broth dilution
562.57160,Escherichia coli strain 24742_1#137,trimethoprim,Resistant,Broth dilution
562.145012,Escherichia coli PT_EC0214,trimethoprim,Resistant,Disk diffusion
562.58731,Escherichia coli strain 14072934,trimethoprim,Resistant,Broth dilution
562.58790,Escherichia coli strain ENV727,trimethoprim,Resistant,Broth dilution
562.57412,Escherichia coli strain W2_11_ERB9,trimethoprim,Resistant,Broth dilution
562.57379,Escherichia coli strain PB514,trimethoprim,Resistant,Broth dilution
562.57368,Escherichia coli strain PB163,trimethoprim,Resistant,Broth dilution
562.57390,Escherichia coli strain W1_5_ERB3,trimethoprim,Resistant,Broth dilution
562.57261,Escherichia coli strain 24742_1#213,trimethoprim,Resistant,Broth dilution
562.7694,Escherichia coli strain 103151,trimethoprim,Resistant,Broth dilution
562.22695,Escherichia coli O86:H18 strain ECO0285,trimethoprim,Resistant,Broth dilution
562.22741,Escherichia coli NA:H30 strain ECO0331,trimethoprim,Resistant,Broth dilution
562.23854,Escherichia coli O17:H18 strain ECO0199,trimethoprim,Resistant,Broth dilution
562.57494,Escherichia coli strain PB419,trimethoprim,Resistant,Broth dilution
562.58738,Escherichia coli strain 15078696,trimethoprim,Resistant,Broth dilution
562.57262,Escherichia coli strain 24742_1#217,trimethoprim,Resistant,Broth dilution
562.23866,Escherichia coli NA:H18 strain ECO0379,trimethoprim,Resistant,Broth dilution
562.57447,Escherichia coli strain PB185,trimethoprim,Resistant,Broth dilution
562.7750,Escherichia coli strain 400998_aEPEC,trimethoprim,Resistant,Broth dilution
562.57380,Escherichia coli strain PB420,trimethoprim,Resistant,Broth dilution
562.57286,Escherichia coli strain 24742_1#233,trimethoprim,Resistant,Broth dilution
562.7679,Escherichia coli strain 401352,trimethoprim,Resistant,Broth dilution
562.19090,Escherichia coli strain ZTA15/01169-1EB1,trimethoprim,Resistant,Broth dilution
562.57455,Escherichia coli strain PB268,trimethoprim,Resistant,Broth dilution
562.57317,Escherichia coli strain 24742_1#266,trimethoprim,Resistant,Broth dilution
562.57081,Escherichia coli strain 24742_1#272,trimethoprim,Resistant,Broth dilution
562.7735,Escherichia coli strain 201191_aEPEC,trimethoprim,Resistant,Broth dilution
562.57091,Escherichia coli strain 24742_1#7,trimethoprim,Resistant,Broth dilution
562.22688,Escherichia coli O17:H18 strain ECO0278,trimethoprim,Resistant,Broth dilution
562.57263,Escherichia coli strain 24742_1#356,trimethoprim,Resistant,Broth dilution
562.57088,Escherichia coli strain 24742_1#5,trimethoprim,Resistant,Broth dilution
562.57395,Escherichia coli strain W1_7_ERB6,trimethoprim,Resistant,Broth dilution
562.22771,Escherichia coli O2:H6 strain ECO0362,trimethoprim,Resistant,Broth dilution
562.57420,Escherichia coli strain W2_4_ERB1,trimethoprim,Resistant,Broth dilution
562.7726,Escherichia coli strain 402654_aEPEC,trimethoprim,Resistant,Broth dilution
562.57250,Escherichia coli strain 24742_1#194,trimethoprim,Resistant,Broth dilution
562.57083,Escherichia coli strain 24742_1#2,trimethoprim,Resistant,Broth dilution
562.58788,Escherichia coli strain ENV665,trimethoprim,Resistant,Broth dilution
562.57409,Escherichia coli strain W2_13_ERB1,trimethoprim,Resistant,Broth dilution
562.57103,Escherichia coli strain 24742_1#285,trimethoprim,Resistant,Broth dilution
562.22703,Escherichia coli O18:H7 strain ECO0293,trimethoprim,Resistant,Broth dilution
562.22680,Escherichia coli O25:H4 strain ECO0270,trimethoprim,Resistant,Broth dilution
562.22708,Escherichia coli O1:H6 strain ECO0193,trimethoprim,Resistant,Broth dilution
562.57248,Escherichia coli strain 24742_1#354,trimethoprim,Resistant,Broth dilution
562.58783,Escherichia coli strain ENV323,trimethoprim,Resistant,Broth dilution
562.16466,Escherichia coli strain 5CRE51,trimethoprim,Resistant,Broth dilution
562.7573,Escherichia coli strain 504647_aEPEC,trimethoprim,Resistant,Broth dilution
562.57080,Escherichia coli strain 24742_1#271,trimethoprim,Resistant,Broth dilution
562.57166,Escherichia coli strain 24742_1#140,trimethoprim,Resistant,Broth dilution
562.58713,Escherichia coli strain 14050802,trimethoprim,Resistant,Broth dilution
562.22655,Escherichia coli O25:H4 strain ECO0243,trimethoprim,Resistant,Broth dilution
562.57369,Escherichia coli strain PB164,trimethoprim,Resistant,Broth dilution
562.22508,Escherichia coli O25:H18 strain ECO0081,trimethoprim,Resistant,Broth dilution
562.7569,Escherichia coli strain 401117_aEPEC,trimethoprim,Resistant,Broth dilution
562.22539,Escherichia coli O25:H4 strain ECO0114,trimethoprim,Resistant,Broth dilution
562.57265,Escherichia coli strain 24742_1#222,trimethoprim,Resistant,Broth dilution
562.57378,Escherichia coli strain PB43,trimethoprim,Resistant,Broth dilution
562.57104,Escherichia coli strain 24742_1#14,trimethoprim,Resistant,Broth dilution
562.58721,Escherichia coli strain 14066715,trimethoprim,Resistant,Broth dilution
562.58739,Escherichia coli strain 15056874,trimethoprim,Resistant,Broth dilution
562.22605,Escherichia coli O83:H31 strain ECO0181,trimethoprim,Resistant,Broth dilution
562.144982,Escherichia coli PT_EC0224,trimethoprim,Susceptible,Disk diffusion
562.22626,Escherichia coli O25:H4 strain ECO0211,trimethoprim,Susceptible,Broth dilution
562.22550,Escherichia coli O1:H7 strain ECO0125,trimethoprim,Susceptible,Broth dilution
562.57100,Escherichia coli strain 24742_1#282,trimethoprim,Susceptible,Broth dilution
562.145022,Escherichia coli PT_EC0153,trimethoprim,Susceptible,Disk diffusion
562.57400,Escherichia coli strain W2_10_ERB1,trimethoprim,Susceptible,Broth dilution
562.144963,Escherichia coli PT_EC0146,trimethoprim,Susceptible,Disk diffusion
562.57223,Escherichia coli strain 24742_1#181,trimethoprim,Susceptible,Broth dilution
562.7713,Escherichia coli strain 702328,trimethoprim,Susceptible,Broth dilution
562.57307,Escherichia coli strain 24742_1#375,trimethoprim,Susceptible,Broth dilution
562.22517,Escherichia coli O18:H5 strain ECO0091,trimethoprim,Susceptible,Broth dilution
562.22526,Escherichia coli O6:H31 strain ECO0100,trimethoprim,Susceptible,Broth dilution
562.145000,Escherichia coli PT_EC0044,trimethoprim,Susceptible,Disk diffusion
562.144993,Escherichia coli PT_EC0028,trimethoprim,Susceptible,Disk diffusion
562.144948,Escherichia coli PT_EC0215,trimethoprim,Susceptible,Disk diffusion
562.57149,Escherichia coli strain 24742_1#101,trimethoprim,Susceptible,Broth dilution
562.57324,Escherichia coli strain 24742_1#378,trimethoprim,Susceptible,Broth dilution
562.22679,Escherichia coli O2:H18 strain ECO0269,trimethoprim,Susceptible,Broth dilution
562.144992,Escherichia coli PT_EC0135,trimethoprim,Susceptible,Disk diffusion
562.7788,Escherichia coli strain 700863,trimethoprim,Susceptible,Broth dilution
562.58769,Escherichia coli strain ENV49,trimethoprim,Susceptible,Broth dilution
562.57213,Escherichia coli strain 24742_1#172,trimethoprim,Susceptible,Broth dilution
562.57329,Escherichia coli strain 24742_1#381,trimethoprim,Susceptible,Broth dilution
562.57416,Escherichia coli strain W2_13_ERB6,trimethoprim,Susceptible,Broth dilution
562.22563,Escherichia coli O18:H7 strain ECO0138,trimethoprim,Susceptible,Broth dilution
562.145010,Escherichia coli PT_EC0168,trimethoprim,Susceptible,Disk diffusion
562.7642,Escherichia coli strain 201534_aEPEC,trimethoprim,Susceptible,Broth dilution
562.57316,Escherichia coli strain 24742_1#265,trimethoprim,Susceptible,Broth dilution
562.57092,Escherichia coli strain 24742_1#277,trimethoprim,Susceptible,Broth dilution
562.7793,Escherichia coli strain G500297-1,trimethoprim,Susceptible,Broth dilution
562.22599,Escherichia coli NA:H5 strain ECO0175,trimethoprim,Susceptible,Broth dilution
562.22621,Escherichia coli O4:H1 strain ECO0206,trimethoprim,Susceptible,Broth dilution
562.22482,Escherichia coli O1:H7 strain ECO0055,trimethoprim,Susceptible,Broth dilution
562.57443,Escherichia coli strain F1_8_ERG5,trimethoprim,Susceptible,Broth dilution
562.22509,Escherichia coli O2:H7 strain ECO0082,trimethoprim,Susceptible,Broth dilution
562.57219,Escherichia coli strain 24742_1#179,trimethoprim,Susceptible,Broth dilution
562.57481,Escherichia coli strain PB195,trimethoprim,Susceptible,Broth dilution
562.22513,Escherichia coli O2:H7 strain ECO0086,trimethoprim,Susceptible,Broth dilution
562.22557,Escherichia coli O2:H7 strain ECO0131,trimethoprim,Susceptible,Broth dilution
562.22486,Escherichia coli O83:H42 strain ECO0059,trimethoprim,Susceptible,Broth dilution
562.144991,Escherichia coli PT_EC0220,trimethoprim,Susceptible,Disk diffusion
562.57205,Escherichia coli strain 24742_1#168,trimethoprim,Susceptible,Broth dilution
562.7709,Escherichia coli strain 504324,trimethoprim,Susceptible,Broth dilution
562.57408,Escherichia coli strain W2_12_ERPK2,trimethoprim,Susceptible,Broth dilution
562.22459,Escherichia coli O18ab:H14 strain ECO0032,trimethoprim,Susceptible,Broth dilution
562.57115,Escherichia coli strain 24742_1#289,trimethoprim,Susceptible,Broth dilution
562.22777,Escherichia coli O6:H31 strain ECO0371,trimethoprim,Susceptible,Broth dilution
562.57143,Escherichia coli strain 24742_1#103,trimethoprim,Susceptible,Broth dilution
562.57125,Escherichia coli strain 24742_1#25,trimethoprim,Susceptible,Broth dilution
562.57095,Escherichia coli strain 24742_1#8,trimethoprim,Susceptible,Broth dilution
562.7631,Escherichia coli strain 500197_aEPEC,trimethoprim,Susceptible,Broth dilution
562.22712,Escherichia coli O6:H1 strain ECO0197,trimethoprim,Susceptible,Broth dilution
562.22782,Escherichia coli H1 strain ECO0375,trimethoprim,Susceptible,Broth dilution
562.57389,Escherichia coli strain W1_5_ERP10B,trimethoprim,Susceptible,Broth dilution
562.144987,Escherichia coli PT_EC0024,trimethoprim,Susceptible,Disk diffusion
562.57302,Escherichia coli strain 24742_1#373,trimethoprim,Susceptible,Broth dilution
562.57430,Escherichia coli strain W2_6_ERB1,trimethoprim,Susceptible,Broth dilution
562.22673,Escherichia coli O1:H1 strain ECO0261,trimethoprim,Susceptible,Broth dilution
562.57146,Escherichia coli strain 24742_1#99,trimethoprim,Susceptible,Broth dilution
562.57313,Escherichia coli strain 24742_1#262,trimethoprim,Susceptible,Broth dilution
562.57099,Escherichia coli strain 24742_1#15,trimethoprim,Susceptible,Broth dilution
562.57370,Escherichia coli strain PB198,trimethoprim,Susceptible,Broth dilution
562.57497,Escherichia coli strain PB375,trimethoprim,Susceptible,Broth dilution
562.22555,Escherichia coli O25:H4 strain ECO0130,trimethoprim,Susceptible,Broth dilution
562.22610,Escherichia coli O25:H4 strain ECO0186,trimethoprim,Susceptible,Broth dilution
562.22774,Escherichia coli O6:H1 strain ECO0368,trimethoprim,Susceptible,Broth dilution
562.145042,Escherichia coli PT_EC0136,trimethoprim,Susceptible,Disk diffusion
562.57320,Escherichia coli strain 24742_1#369,trimethoprim,Susceptible,Broth dilution
562.57495,Escherichia coli strain PB406,trimethoprim,Susceptible,Broth dilution
562.57322,Escherichia coli strain 24742_1#244,trimethoprim,Susceptible,Broth dilution
562.145039,Escherichia coli PT_EC0130,trimethoprim,Susceptible,Disk diffusion
562.53932,Escherichia coli strain AUSMDU00002545,trimethoprim,Susceptible,Broth dilution
562.22604,Escherichia coli O1:H7 strain ECO0180,trimethoprim,Susceptible,Broth dilution
562.7580,Escherichia coli strain 503225_aEPEC,trimethoprim,Susceptible,Broth dilution
562.22612,Escherichia coli O16:H5 strain ECO0188,trimethoprim,Susceptible,Broth dilution
562.22659,Escherichia coli O1:H7 strain ECO0247,trimethoprim,Susceptible,Broth dilution
562.57139,Escherichia coli strain 24742_1#92,trimethoprim,Susceptible,Broth dilution
562.145074,Escherichia coli PT_EC0154,trimethoprim,Susceptible,Disk diffusion
562.57085,Escherichia coli strain 24742_1#274,trimethoprim,Susceptible,Broth dilution
562.22594,Escherichia coli O6:H1 strain ECO0170,trimethoprim,Susceptible,Broth dilution
562.144981,Escherichia coli PT_EC0032,trimethoprim,Susceptible,Disk diffusion
562.145021,Escherichia coli PT_EC0132,trimethoprim,Susceptible,Disk diffusion
562.7684,Escherichia coli strain 401553,trimethoprim,Susceptible,Broth dilution
562.7647,Escherichia coli strain G500007,trimethoprim,Susceptible,Broth dilution
562.22745,Escherichia coli O6:H1 strain ECO0335,trimethoprim,Susceptible,Broth dilution
562.144969,Escherichia coli PT_EC0205,trimethoprim,Susceptible,Disk diffusion
562.22469,Escherichia coli O6:H1 strain ECO0044,trimethoprim,Susceptible,Broth dilution
562.22439,Escherichia coli O25:H1 strain ECO0011,trimethoprim,Susceptible,Broth dilution
562.57330,Escherichia coli strain 24742_1#251,trimethoprim,Susceptible,Broth dilution
562.22812,Escherichia coli O2:H1 strain ECO0409,trimethoprim,Susceptible,Broth dilution
562.22579,Escherichia coli O6:H1 strain ECO0154,trimethoprim,Susceptible,Broth dilution
562.22522,Escherichia coli O104:H7 strain ECO0096,trimethoprim,Susceptible,Broth dilution
562.23791,Escherichia coli O25:H4 strain ECO0297,trimethoprim,Susceptible,Broth dilution
562.7771,Escherichia coli strain 500858_aEPEC,trimethoprim,Susceptible,Broth dilution
562.22577,Escherichia coli O6:H31 strain ECO0152,trimethoprim,Susceptible,Broth dilution
562.22523,Escherichia coli O6:H1 strain ECO0097,trimethoprim,Susceptible,Broth dilution
562.22564,Escherichia coli O2:H4 strain ECO0139,trimethoprim,Susceptible,Broth dilution
562.22585,Escherichia coli O1:H7 strain ECO0160,trimethoprim,Susceptible,Broth dilution
562.22662,Escherichia coli NA:H2 strain ECO0248,trimethoprim,Susceptible,Broth dilution
562.22658,Escherichia coli O2:H6 strain ECO0245,trimethoprim,Susceptible,Broth dilution
562.7687,Escherichia coli strain 400654_aEPEC,trimethoprim,Susceptible,Broth dilution
562.22697,Escherichia coli O81:H27 strain ECO0287,trimethoprim,Susceptible,Broth dilution
562.144985,Escherichia coli PT_EC0176,trimethoprim,Susceptible,Disk diffusion
562.57238,Escherichia coli strain 24742_1#353,trimethoprim,Susceptible,Broth dilution
562.22798,Escherichia coli O75:H5 strain ECO0396,trimethoprim,Susceptible,Broth dilution
562.22825,Escherichia coli O16:H6 strain ECO0425,trimethoprim,Susceptible,Broth dilution
562.144989,Escherichia coli PT_EC0034,trimethoprim,Susceptible,Disk diffusion
562.57236,Escherichia coli strain 24742_1#193,trimethoprim,Susceptible,Broth dilution
562.57453,Escherichia coli strain PB230,trimethoprim,Susceptible,Broth dilution
562.145015,Escherichia coli PT_EC0139,trimethoprim,Susceptible,Disk diffusion
562.7652,Escherichia coli strain 702898_aEPEC,trimethoprim,Susceptible,Broth dilution
562.22593,Escherichia coli O2:H7 strain ECO0169,trimethoprim,Susceptible,Broth dilution
562.22609,Escherichia coli O18:H1 strain ECO0185,trimethoprim,Susceptible,Broth dilution
562.145069,Escherichia coli PT_EC0206,trimethoprim,Susceptible,Disk diffusion
562.57228,Escherichia coli strain 24742_1#187,trimethoprim,Susceptible,Broth dilution
562.22740,Escherichia coli O13/O135:H4 strain ECO0330,trimethoprim,Susceptible,Broth dilution
562.7570,Escherichia coli strain 200456_aEPEC,trimethoprim,Susceptible,Broth dilution
562.57490,Escherichia coli strain PB305,trimethoprim,Susceptible,Broth dilution
562.7708,Escherichia coli strain 702797,trimethoprim,Susceptible,Broth dilution
562.57462,Escherichia coli strain PB461,trimethoprim,Susceptible,Broth dilution
562.22507,Escherichia coli O2:H4 strain ECO0080,trimethoprim,Susceptible,Broth dilution
562.22750,Escherichia coli O86:H18 strain ECO0341,trimethoprim,Susceptible,Broth dilution
562.22664,Escherichia coli O22:H5 strain ECO0252,trimethoprim,Susceptible,Broth dilution
562.7640,Escherichia coli strain 602206,trimethoprim,Susceptible,Broth dilution
562.22464,Escherichia coli O102:H6 strain ECO0038,trimethoprim,Susceptible,Broth dilution
562.57188,Escherichia coli strain 24742_1#334,trimethoprim,Susceptible,Broth dilution
562.7646,Escherichia coli strain 201214_aEPEC,trimethoprim,Susceptible,Broth dilution
562.58780,Escherichia coli strain ENV235,trimethoprim,Susceptible,Broth dilution
562.22713,Escherichia coli O7:H15 strain ECO0198,trimethoprim,Susceptible,Broth dilution
562.57310,Escherichia coli strain 24742_1#264,trimethoprim,Susceptible,Broth dilution
562.145051,Escherichia coli PT_EC0201,trimethoprim,Susceptible,Disk diffusion
562.58770,Escherichia coli strain ENV66,trimethoprim,Susceptible,Broth dilution
562.7636,Escherichia coli strain 204263_aEPEC,trimethoprim,Susceptible,Broth dilution
562.145080,Escherichia coli PT_EC0202,trimethoprim,Susceptible,Disk diffusion
562.22773,Escherichia coli O25:H4 strain ECO0365,trimethoprim,Susceptible,Broth dilution
562.7677,Escherichia coli strain 500095,trimethoprim,Susceptible,Broth dilution
562.145070,Escherichia coli PT_EC0050,trimethoprim,Susceptible,Disk diffusion
562.7785,Escherichia coli strain 302619,trimethoprim,Susceptible,Broth dilution
562.57145,Escherichia coli strain 24742_1#105,trimethoprim,Susceptible,Broth dilution
562.22737,Escherichia coli O2:H4 strain ECO0327,trimethoprim,Susceptible,Broth dilution
562.57465,Escherichia coli strain PB412,trimethoprim,Susceptible,Broth dilution
562.22528,Escherichia coli O6:H1 strain ECO0102,trimethoprim,Susceptible,Broth dilution
562.57231,Escherichia coli strain 24742_1#348,trimethoprim,Susceptible,Broth dilution
562.57428,Escherichia coli strain W2_5_ERB6,trimethoprim,Susceptible,Broth dilution
562.22678,Escherichia coli O13/O135:H4 strain ECO0268,trimethoprim,Susceptible,Broth dilution
562.22818,Escherichia coli O6:H1 strain ECO0417,trimethoprim,Susceptible,Broth dilution
562.7783,Escherichia coli strain 100600_aEPEC,trimethoprim,Susceptible,Broth dilution
562.57171,Escherichia coli strain 24742_1#324,trimethoprim,Susceptible,Broth dilution
562.7702,Escherichia coli strain R203092-3B,trimethoprim,Susceptible,Broth dilution
562.57172,Escherichia coli strain 24742_1#144,trimethoprim,Susceptible,Broth dilution
562.144997,Escherichia coli PT_EC0045,trimethoprim,Susceptible,Disk diffusion
562.7789,Escherichia coli strain 200499,trimethoprim,Susceptible,Broth dilution
562.58735,Escherichia coli strain 15056393,trimethoprim,Susceptible,Broth dilution
562.22603,Escherichia coli O6:H1 strain ECO0179,trimethoprim,Susceptible,Broth dilution
562.57328,Escherichia coli strain 24742_1#372,trimethoprim,Susceptible,Broth dilution
562.57274,Escherichia coli strain 24742_1#360,trimethoprim,Susceptible,Broth dilution
562.22477,Escherichia coli O2:H14 strain ECO0050,trimethoprim,Susceptible,Broth dilution
562.145066,Escherichia coli PT_EC0068,trimethoprim,Susceptible,Disk diffusion
562.22876,Escherichia coli O16:H5 strain ECO0366,trimethoprim,Susceptible,Broth dilution
562.22473,Escherichia coli O17:H18 strain ECO0046,trimethoprim,Susceptible,Broth dilution
562.7690,Escherichia coli strain 500275_aEPEC,trimethoprim,Susceptible,Broth dilution
562.22757,Escherichia coli NA:H7 strain ECO0348,trimethoprim,Susceptible,Broth dilution
562.22803,Escherichia coli O1:H7 strain ECO0401,trimethoprim,Susceptible,Broth dilution
562.22823,Escherichia coli O13/O135:H4 strain ECO0424,trimethoprim,Susceptible,Broth dilution
562.145030,Escherichia coli PT_EC0025,trimethoprim,Susceptible,Disk diffusion
562.57387,Escherichia coli strain W1_3_ERB3,trimethoprim,Susceptible,Broth dilution
562.145029,Escherichia coli PT_EC0007,trimethoprim,Susceptible,Disk diffusion
562.57303,Escherichia coli strain 24742_1#243,trimethoprim,Susceptible,Broth dilution
562.57488,Escherichia coli strain PB264,trimethoprim,Susceptible,Broth dilution
562.145032,Escherichia coli PT_EC0134,trimethoprim,Susceptible,Disk diffusion
562.22543,Escherichia coli O16:H5 strain ECO0118,trimethoprim,Susceptible,Broth dilution
562.22795,Escherichia coli O13/O135:H4 strain ECO0393,trimethoprim,Susceptible,Broth dilution
562.22494,Escherichia coli O1:H7 strain ECO0067,trimethoprim,Susceptible,Broth dilution
562.22643,Escherichia coli O26:H30 strain ECO0227,trimethoprim,Susceptible,Broth dilution
562.22433,Escherichia coli O1:H7 strain ECO0006,trimethoprim,Susceptible,Broth dilution
562.22438,Escherichia coli O6:H31 strain ECO0012,trimethoprim,Susceptible,Broth dilution
562.145013,Escherichia coli PT_EC0165,trimethoprim,Susceptible,Disk diffusion
562.144971,Escherichia coli PT_EC0070,trimethoprim,Susceptible,Disk diffusion
562.144983,Escherichia coli PT_EC0005,trimethoprim,Susceptible,Disk diffusion
562.57314,Escherichia coli strain 24742_1#260,trimethoprim,Susceptible,Broth dilution
562.22617,Escherichia coli O2:H4 strain ECO0202,trimethoprim,Susceptible,Broth dilution
562.145028,Escherichia coli PT_EC0140,trimethoprim,Susceptible,Disk diffusion
562.58786,Escherichia coli strain ENV463,trimethoprim,Susceptible,Broth dilution
562.57212,Escherichia coli strain 24742_1#175,trimethoprim,Susceptible,Broth dilution
562.22545,Escherichia coli O6:H1 strain ECO0120,trimethoprim,Susceptible,Broth dilution
562.7623,Escherichia coli strain 703258_aEPEC,trimethoprim,Susceptible,Broth dilution
562.7759,Escherichia coli strain 102328_aEPEC,trimethoprim,Susceptible,Broth dilution
562.57121,Escherichia coli strain 24742_1#53,trimethoprim,Susceptible,Broth dilution
562.7568,Escherichia coli strain 505393_aEPEC,trimethoprim,Susceptible,Broth dilution
562.22731,Escherichia coli O134:H31 strain ECO0319,trimethoprim,Susceptible,Broth dilution
562.57144,Escherichia coli strain 24742_1#102,trimethoprim,Susceptible,Broth dilution
562.7729,Escherichia coli strain 702971,trimethoprim,Susceptible,Broth dilution
562.57102,Escherichia coli strain 24742_1#16,trimethoprim,Susceptible,Broth dilution
562.7659,Escherichia coli strain 202521_aEPEC,trimethoprim,Susceptible,Broth dilution
562.52722,Escherichia coli strain AUSMDU00014361,trimethoprim,Susceptible,Broth dilution
562.145033,Escherichia coli PT_EC0015,trimethoprim,Susceptible,Disk diffusion
562.144998,Escherichia coli PT_EC0150,trimethoprim,Susceptible,Disk diffusion
562.57094,Escherichia coli strain 24742_1#279,trimethoprim,Susceptible,Broth dilution
562.57501,Escherichia coli strain PB349,trimethoprim,Susceptible,Broth dilution
562.7762,Escherichia coli strain 503238_aEPEC,trimethoprim,Susceptible,Broth dilution
562.57161,Escherichia coli strain 24742_1#130,trimethoprim,Susceptible,Broth dilution
562.57220,Escherichia coli strain 24742_1#180,trimethoprim,Susceptible,Broth dilution
562.57163,Escherichia coli strain 24742_1#139,trimethoprim,Susceptible,Broth dilution
562.22525,Escherichia coli O6:H1 strain ECO0099,trimethoprim,Susceptible,Broth dilution
562.57136,Escherichia coli strain 24742_1#91,trimethoprim,Susceptible,Broth dilution
562.22784,Escherichia coli O25:H4 strain ECO0382,trimethoprim,Susceptible,Broth dilution
562.22474,Escherichia coli O18:H1 strain ECO0047,trimethoprim,Susceptible,Broth dilution
562.7728,Escherichia coli strain 302302,trimethoprim,Susceptible,Broth dilution
562.57093,Escherichia coli strain 24742_1#278,trimethoprim,Susceptible,Broth dilution
562.22591,Escherichia coli O54:H2 strain ECO0167,trimethoprim,Susceptible,Broth dilution
562.145067,Escherichia coli PT_EC0137,trimethoprim,Susceptible,Disk diffusion
562.144953,Escherichia coli PT_EC0064,trimethoprim,Susceptible,Disk diffusion
562.22800,Escherichia coli O6:H1 strain ECO0398,trimethoprim,Susceptible,Broth dilution
